Year,Q (liters),P (yen/liter),Tax_rate (%),GDP (trillion yen),ln_Q,ln_P,ln_GDP,ln_Tax_rate,Δln_Q,Δln_P,Δln_GDP,Δln_Tax_rate
2007Q2,14637953000.0,134.9,43.46,128.53,23.406883513299142,4.90453376321371,4.85616234012204,3.771840974828284,0.0212548281214814,0.0308643241906114,-0.0282292273999651,-0.0308134935444974
2007Q3,15912539000.0,143.1,40.97,130.5,23.49037325173031,4.963543686562405,4.871373226762748,3.71284009155878,0.0834897384311688,0.0590099233486949,0.0152108866407081,-0.0590008832695039
2007Q4,14946838000.0,149.6,39.19,135.44,23.427765609396044,5.007965065540377,4.90852873782488,3.66842161221154,-0.0626076423342674,0.0444213789779723,0.0371555110621315,-0.0444184793472395
2008Q1,13578781000.0,152.8,38.37,132.8,23.33177419068855,5.02912987673242,4.888844237042334,3.647275904258861,-0.095991418707495,0.021164811192043,-0.0196845007825459,-0.0211457079526788
2008Q2,14783719000.0,155.7,20.73,128.01,23.416792344630476,5.0479310788399525,4.852108385868018,3.0315819264476884,0.0850181539419239,0.0188012021075323,-0.0367358511743161,-0.6156939778111727
2008Q3,14320246000.0,178.8,32.79,129.21,23.384940177102308,5.186267862739414,4.861438987734129,3.4901235908565567,-0.0318521675281644,0.1383367838994615,0.009330601866111,0.4585416644088682
2008Q4,14645686000.0,136.7,42.89,130.21,23.40741165805463,4.917788743729904,4.869148531740637,3.758638698528789,0.0224714809523227,-0.2684791190095099,0.0077095440065084,0.2685151076722323
2009Q1,13723176000.0,109.1,53.74,120.83,23.342351919335663,4.692264892839025,4.794384599039216,3.984157603187345,-0.0650597387189684,-0.2255238508908794,-0.0747639327014209,0.2255189046585561
2009Q2,14124355000.0,118.1,49.64,119.6,23.371166449219483,4.771531723203316,4.784152841516532,3.904796960336407,0.0288145298838209,0.0792668303642916,-0.0102317575226846,-0.0793606428509385
2009Q3,15257144000.0,126.5,46.35,122.18,23.448313689323555,4.840242308167575,4.805495367221621,3.836221292011864,0.0771472401040718,0.0687105849642586,0.0213425257050889,-0.0685756683245424
2009Q4,15023558000.0,127.1,46.13,127.99,23.43288533938424,4.844974178195408,4.8519521358677,3.831463497569729,-0.0154283499393166,0.0047318700278333,0.0464567686460792,-0.0047577944421348
2010Q1,13764302000.0,128.7,45.56,126.09,23.345344265937072,4.857484114602081,4.836995937685135,3.819030138578981,-0.0875410734471664,0.0125099364066727,-0.0149561981825652,-0.0124333589907479
2010Q2,13989837000.0,137.2,42.73,123.77,23.36159697437651,4.921439715291784,4.818425004551931,3.7549012496559335,0.0162527084394383,0.0639556006897033,-0.018570933133204,-0.0641288889230478
2010Q3,15851440000.0,133.9,43.79,129.02,23.48652618487795,4.897093252697127,4.859967431104096,3.779405480813307,0.1249292105014383,-0.0243464625946572,0.0415424265521648,0.0245042311573735
2010Q4,14762307000.0,132.5,44.25,131.84,23.415342944718045,4.886582645426277,4.881589066161162,3.7898553714539385,-0.0711832401599039,-0.0105106072708505,0.0216216350570661,0.0104498906406313
2011Q1,13593462000.0,141.1,41.55,127.44,23.33285477880404,4.9494688588587685,4.847645665601793,3.726897521301457,-0.0824881659140039,0.0628862134324919,-0.0339434005593686,-0.0629578501524812
2011Q2,13448528000.0,150.3,39.01,122.7,23.322135494625822,5.012633296758929,4.809742351716865,3.663818023518565,-0.0107192841782186,0.0631644379001601,-0.0379033138849278,-0.0630794977828923
2011Q3,15241188000.0,148.6,39.45,128.61,23.447267336922657,5.001258132283659,4.856784569277996,3.675034047291883,0.1251318422968346,-0.0113751644752699,0.0470422175611302,0.0112160237733185
2011Q4,14619344000.0,143.2,40.94,132.09,23.405611420220318,4.964242254526545,4.883483508435773,3.712107580233144,-0.0416559167023429,-0.0370158777571134,0.0266989391577769,0.0370735329412599
2012Q1,13904742000.0,146.6,39.99,131.28,23.3554957699834,4.987707789452551,4.877332446781836,3.688629422858727,-0.0501156502369184,0.0234655349260055,-0.006151061653937,-0.0234781573744164
2012Q2,13480072000.0,150.6,38.93,126.14,23.3244782836626,5.014627315365793,4.837392401235505,3.661765161622364,-0.0310174863207954,0.0269195259132422,-0.0399400455463307,-0.0268642612363625
2012Q3,15181511000.0,143.3,40.91,128.44,23.44334414282716,4.964940334834126,4.855461869221313,3.711374531941307,0.1188658591645612,-0.0496869805316668,0.0180694679858079,0.0496093703189428
2012Q4,14532867000.0,147.2,40.37,132.0,23.399678610962525,4.991792206294776,4.882801922586371,3.6980869348648495,-0.0436655318646366,0.02685187146065,0.0273400533650578,-0.0132875970764576
2013Q1,13252958000.0,153.4,38.74,131.34,23.307486609746142,5.033048888933156,4.8777893807628265,3.65687265797885,-0.0921920012163823,0.0412566826383793,-0.005012541823544,-0.0412142768859995
2013Q2,13355338000.0,152.9,38.87,128.46,23.315181992061152,5.029784112935016,4.855617571829646,3.660222744864132,0.0076953823150098,-0.0032647759981392,-0.0221718089331801,0.0033500868852818
2013Q3,14849870000.0,158.6,37.47,132.36,23.42125694794805,5.066385309200747,4.885525483053412,3.623540612805596,0.1060749558868963,0.0366011962657308,0.0299079112237654,-0.0366821320585359
2013Q4,14017059000.0,158.4,37.52,136.09,23.36354092479305,5.0651234793803255,4.913316431572226,3.624874124138024,-0.0577160231550024,-0.0012618298204216,0.0277909485188141,0.0013335113324282
2014Q1,13196561000.0,158.4,37.52,135.16,23.30322210229179,5.0651234793803255,4.90645926184609,3.624874124138024,-0.0603188225012552,0.0,-0.0068571697261363,0.0
2014Q2,12737588000.0,165.6,36.91,128.34,23.26782314420544,5.109575241951159,4.8546829923223696,3.608482517041907,-0.0353989580863505,0.0444517625708336,-0.05177626952372,-0.0163916070961169
2014Q3,13916093000.0,168.5,36.28,130.93,23.35631177716865,5.126935749792416,4.874662829239662,3.591266625246936,0.0884886329632088,0.017360507841257,0.0199798369172921,-0.0172158917949709
2014Q4,13700054000.0,159.0,38.45,135.38,23.34066561137856,5.068904202220232,4.908085639080461,3.649358695951653,-0.0156461657900877,-0.0580315475721846,0.0334228098407995,0.058092070704717
2015Q1,12621344000.0,138.8,44.04,135.55,23.25865518601183,4.933034048072704,4.909340575944674,3.785098311854479,-0.0820104253667324,-0.1358701541475273,0.0012549368642131,0.1357396159028261
2015Q2,10851640000.0,141.9,43.08,131.37,23.10758205758429,4.955122584165997,4.878017769481417,3.763058852288188,-0.1510731284275408,0.0220885360932925,-0.0313228064632573,-0.0220394595662916
2015Q3,11657561000.0,139.1,43.95,133.75,23.179220819315884,4.935193098929397,4.895972385776116,3.783052624131186,0.0716387617315952,-0.0199294852365996,0.0179546162946984,0.0199937718429983
2015Q4,11979455000.0,130.8,46.74,137.42,23.20645893611142,4.873669439023098,4.92304192960293,3.844600329110712,0.0272381167955373,-0.0615236599062987,0.0270695438268147,0.0615477049795258
2016Q1,12641113000.0,114.4,53.44,136.88,23.26022027558608,4.739701078945697,4.919104629583938,3.97855952922839,0.0537613394746614,-0.1339683600774011,-0.0039373000189923,0.1339592001176783
2016Q2,12702270000.0,119.4,51.2,131.99,23.26504655459632,4.782479200958502,4.882726162140863,3.9357395320454622,0.0048262790102349,0.0427781220128045,-0.0363784674430744,-0.0428199971829279
2016Q3,14096307000.0,122.6,49.86,134.43,23.36917868513122,4.808927023502111,4.901043617466161,3.909219078095412,0.1041321305349036,0.0264478225436093,0.018317455325298,-0.0265204539500505
2016Q4,13408917000.0,126.1,48.48,138.83,23.319185770352284,4.837075242970874,4.933250163046711,3.881151341761059,-0.0499929147789366,0.028148219468763,0.03220654558055,-0.0280677363343526
2017Q1,12300733000.0,131.6,46.45,138.22,23.232924691045092,4.879767018891217,4.928846618663249,3.838376465259848,-0.0862610793071887,0.0426917759203426,-0.0044035443834626,-0.0427748765012112
2017Q2,12577404000.0,132.6,46.1,133.9,23.25516770762322,4.887337077751762,4.897093252697127,3.8308129500026022,0.0222430165781233,0.0075700588605451,-0.0317533659661215,-0.007563515257245
2017Q3,13867883000.0,131.2,46.59,137.18,23.35284142804482,4.876722876509988,4.921293932071175,3.8413859258287055,0.0976737204216,-0.0106142012417738,0.0242006793740481,0.0105729758261028
2017Q4,13157908000.0,138.3,44.2,141.92,23.300288783641708,4.929425238670713,4.955263518561269,3.788724789083653,-0.0525526444031108,0.0527023621607245,0.0339695864900937,-0.0526611367450531
2018Q1,12196639000.0,144.0,42.45,140.17,23.224426258927505,4.969813299576001,4.942855971674966,3.748326912757357,-0.0758625247142035,0.040388060905288,-0.0124075468863029,-0.0403978763262959
2018Q2,12438772000.0,147.7,41.39,135.69,23.244084205558547,4.995183189537334,4.910372872157861,3.723039305760641,0.0196579466310424,0.0253698899613334,-0.0324830995171048,-0.0252876069967151
2018Q3,13663073000.0,152.4,40.11,137.13,23.337962629185363,5.026508643252546,4.920929381011763,3.6916256797819615,0.0938784236268155,0.0313254537152118,0.0105565088539014,-0.0314136259786796
2018Q4,12700635000.0,154.8,39.49,141.77,23.264917829161,5.042133961155627,4.95420602612954,3.676047475298558,-0.0730448000243626,0.0156253179030807,0.0332766451177777,-0.0155782044834036
2019Q1,11822426000.0,143.8,42.51,139.94,23.19326407321129,4.9684234452869465,4.94121375931775,3.749739342370699,-0.0716537559497112,-0.0737105158686803,-0.0129922668117901,0.0736918670721409
2019Q2,11996875000.0,148.3,41.22,135.67,23.20791203615344,4.999237249143887,4.910225466497217,3.718923575462313,0.0146479629421492,0.0308138038569403,-0.0309882928205329,-0.0308157669083857
2019Q3,13483276000.0,144.7,42.25,137.94,23.3247159396106,4.974662633637438,4.926818808003145,3.743604353803183,0.1168039034571606,-0.0245746155064487,0.0165933415059278,0.0246807783408695
2019Q4,12348793000.0,147.3,42.27,138.99,23.236824162450716,4.9924713234685845,4.934401988096667,3.7440776145786985,-0.0878917771598857,0.0178086898311464,0.0075831800935217,0.0004732607755157
2020Q1,11278332000.0,147.3,42.27,137.52,23.146149199741707,4.9924713234685845,4.923769361074594,3.7440776145786985,-0.0906749627090057,0.0,-0.0106326270220726,0.0
2020Q2,9154249000.0,129.3,48.15,122.5,22.937483980031423,4.862135285777812,4.808111029984782,3.8743211382441354,-0.2086652197102836,-0.1303360376907729,-0.1156583310898122,0.130243523665436
2020Q3,9909818000.0,134.2,46.39,131.08,23.01679181983208,4.8993312245375815,4.8758078238306135,3.837083918763653,0.0793078398006521,0.03719593875977,0.0676967938458315,-0.0372372194804819
2020Q4,10547668000.0,133.9,46.5,138.41,23.07917062978093,4.897093252697127,4.930220294908611,3.8394523125933104,0.0623788099488535,-0.0022379718404543,0.0544124710779971,0.0023683938296579
2021Q1,10814435000.0,142.3,43.75,136.65,23.10414765273063,4.957937505095806,4.917422912374077,3.7784916128036232,0.0249770229497023,0.0608442523986791,-0.0127973825345337,-0.0609606997896872
2021Q2,10978363000.0,152.4,40.85,132.35,23.1191921726597,5.026508643252546,4.88544992867311,3.709906821306012,0.01504451992907,0.0685711381567397,-0.0319729837009665,-0.0685847914976114
2021Q3,11942311000.0,158.2,39.36,134.15,23.203353477271047,5.063860055333554,4.8989585768716335,3.6727500721840527,0.0841613046113458,0.0373514120810076,0.0135086481985231,-0.0371567491219591
2021Q4,11032438000.0,166.4,37.42,140.63,23.124105679332384,5.114394528387108,4.9461323278821565,3.622205320845944,-0.0792477979386632,0.0505344730535544,0.047173751010523,-0.0505447513381089
2022Q1,10555811000.0,171.3,36.35,137.91,23.07994235091792,5.143416405330075,4.926601298486246,3.5931942039795284,-0.0441633284144664,0.0290218769429664,-0.0195310293959103,-0.0290111168664153
2022Q2,10770439000.0,171.9,36.22,134.25,23.10007108865817,5.146912912388804,4.899703733388974,3.589611452455267,0.0201287377402543,0.0034965070587293,-0.026897565097272,-0.0035827515242612
2022Q3,11942966000.0,170.3,36.56,135.84,23.20340832277275,5.1375615876686425,4.9114777225630375,3.598954746585949,0.1033372341145764,-0.0093513247201615,0.0117739891740633,0.0093432941306823
2022Q4,11511999000.0,168.4,36.97,141.0,23.166655719665595,5.126342101808226,4.948759890378168,3.61010677294854,-0.0367526031071534,-0.0112194858604164,0.0372821678151309,0.0111520263625908
2023Q1,10528480000.0,167.7,37.13,140.88,23.077349803195226,5.122176668829163,4.94790846418795,3.614425268188989,-0.0893059164703728,-0.0041654329790628,-0.0008514261902181,0.0043184952404482
2023Q2,10887863000.0,168.7,36.91,136.17,23.110914519556605,5.128121989551922,4.913904105136484,3.608482517041907,0.0335647163613828,0.0059453207227591,-0.0340043590514662,-0.0059427511470815
2023Q3,12044735000.0,179.7,34.65,137.05,23.211893471941003,5.191288793789513,4.920345822748795,3.5452977256359124,0.1009789523843984,0.063166804237591,0.0064417176123106,-0.0631847914059946
2023Q4,11184205000.0,174.8,35.62,141.74,23.137768352026672,5.163642463221435,4.95399439338211,3.5729072778615154,-0.0741251199143313,-0.0276463305680785,0.0336485706333151,0.027609552225603
2024Q1,10388099000.0,174.7,35.64,139.7,23.063926660928686,5.163070217140011,4.939497266262916,3.573468602602609,-0.0738416910979857,-0.0005722460814236,-0.0144971271191938,0.0005613247410933
2024Q2,10484272000.0,174.8,35.62,135.2,23.07314206636709,5.163642463221435,4.906755163608864,3.5729072778615154,0.0092154054384074,0.0005722460814236,-0.0327421026540521,-0.0005613247410933
2024Q3,11951555000.0,174.9,35.6,138.09,23.204127232381357,5.164214382024556,4.92790564649726,3.572345637857985,0.1309851660142591,0.0005719188031214,0.0211504828883963,-0.0005616400035304
2024Q4,11002193000.0,175.5,35.48,143.44,23.121360453510857,5.167639042905921,4.965916829296877,3.5689691574413787,-0.0827667788704964,0.0034246608813646,0.0380111827996172,-0.0033764804166063
2025Q1,10200713000.0,184.0,33.84,142.01,23.04572345675439,5.214935757608986,4.955897477656921,3.521643534738023,-0.0756369967564651,0.0472967147030649,-0.010019351639956,-0.0473256227033558
